id,question,reference,prediction,difficulty,capability,industry,domain,format,score_raw,score_adjusted,has_violation,violation_detail,explanation,time_seconds,semantic_hit@1,semantic_hit@3,semantic_hit@5,semantic_hit@10,semantic_mrr,semantic_ndcg,matched_count,semantic_threshold
90,根据GB/T 13869—2017标准，0类设备和I类设备在防电击保护机制上存在哪些关键区别？,0类设备仅依靠基本绝缘，易接近导电部分与设备固定布线保护导体无连接，绝缘损坏时依赖环境防护；I类设备除基本绝缘外，将易触及导电部分连接至设备固定布线保护（接地）导体，提供附加保护，确保绝缘失效时导电部分不带电。,"根据提供的检索证据，**无法回答**您的问题。检索到的证据中未包含GB/T 13869—2017标准的内容，也未提及0类设备和I类设备在防电击保护机制上的任何具体规定。

**原因分析：**
- 检索到的证据片段主要涉及其他标准的引用（如GB/T 2900.55、GB/T 9969、GB/T 9754等），以及一些零散的术语和测试方法，但**没有任何一条证据与GB/T 13869—2017标准或设备防电击分类相关**。
- 因此，无法基于现有证据构建关于0类设备和I类设备防电击保护机制区别的表格或比较分析。

**所需补充信息：**
要准确回答您的问题，需要提供以下证据：
1. **GB/T 13869—2017《用电安全导则》** 中关于0类设备和I类设备防电击保护的具体条款，特别是其定义、保护原理（如基本绝缘、附加绝缘、接地保护等）及适用场景。
2. 或提供其他权威标准（如GB/T 17045《电击防护 装置和设备的通用部分》）中关于这两类设备分类和防护要求的详细说明。

**建议：** 请补充相关标准原文或技术规范，以便进行准确的比较分析。",easy,标准规范与术语,电工电器电力,工业通用领域,问答题,0,0.0,False,,rule-based coverage score,7.643,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
91,在电子制造高温工艺中，用于防静电周转器的材料需满足哪些关键性能要求，以确保在回流焊或波峰焊等工序中安全搬运元器件？,导静电性能稳定；耐温性能优良（耐温200℃）；耐磨性好；尺寸稳定性高；高温下不易变形,"根据提供的证据，无法直接回答关于“电子制造高温工艺中防静电周转器材料性能要求”的问题。现有证据主要涉及实验电炉的保温材料特性[1]、实验电炉的整体应用描述[10]、铸造高温合金的牌号与化学成分[9]，以及高温环境防护服的标准认证[8]，均未提及防静电周转器（如托盘、料架等）在回流焊或波峰焊工序中的具体材料性能要求。

要准确回答该问题，需要补充以下关键信息：
1. **防静电性能指标**：如表面电阻率、体积电阻率、静电衰减时间等，以确保在搬运过程中不产生静电放电损伤敏感元器件。
2. **耐高温性能**：材料在回流焊（通常峰值温度260°C左右）或波峰焊（约250°C）条件下的热稳定性，包括热变形温度、长期使用温度上限、是否发生软化或分解。
3. **机械强度与尺寸稳定性**：在高温下是否保持足够的刚度和尺寸精度，避免变形导致元器件移位或卡滞。
4. **耐化学腐蚀性**：抵抗助焊剂、清洗剂等工艺化学品的侵蚀能力。
5. **阻燃与安全认证**：如UL 94 V-0级阻燃要求，以及是否符合相关行业标准（如ESD S20.20、IPC/JEDEC等）。

建议查阅防静电工程塑料（如PEEK、PEI、PPS、防静电聚碳酸酯等）的专用技术手册或相关行业标准（如IEC 61340-5-1、ESD STM11.11等）以获取完整信息。",easy,标准规范与术语,电子仪表传感,工业采购领域,问答题,1,1.0,False,,rule-based coverage score,9.884,1.0,1.0,1.0,1.0,1.0,1.25,2,0.15
92,在使用1/4X3/8X30mm铣刀进行加工时，为确保安全和加工效果，应采取哪些夹持和设备控制措施？,1. 使用高精度ER夹头。 2. 主轴跳动控制在0.01mm以内。,"根据提供的证据，针对1/4X3/8X30mm铣刀（扩径立铣刀）的夹持和设备控制措施，建议如下：

### 夹持措施
1. **使用高精度夹头**：由于该铣刀刃径（3/8英寸，9.52mm）大于柄径（1/4英寸，6.35mm），夹持时需特别注意刚性。证据明确指出“建议搭配高精度ER夹头使用”[1]，以增强夹持稳定性，防止因偏摆导致刀具崩裂。
2. **控制主轴跳动**：为确保同轴度，应将主轴跳动控制在0.01mm以内[1]。开机前应进行刀具偏摆检测，若偏摆超过0.01mm需进行校正，避免切削轨迹偏移和刀刃局部负荷过大[9]。
3. **缩短悬伸长度**：装夹时，刀具伸出夹头的长度应尽量缩短，避免因悬伸过长引发振动和切削刃受力不均[9]。若加工需要较长伸出量，应同步降低主轴转速、进给速度或切削深度[9]。

### 设备控制措施
1. **转速与进给控制**：该铣刀适用于非金属材料（如实木、密度板、ABS）的粗加工或半精加工[1]。证据未提供具体转速范围，但参考类似规格（1/4X1/4X20mm）铣刀在木材或塑料中的推荐转速为15000~23000rpm[2]，可在此区间内根据材料硬度调整。若需较长悬伸，应降低转速和进给速度[9]。
2. **切削参数调整**：由于扩径设计，切削宽度较大，需注意负荷控制。在重载或大余量去除时，应适当降低切削深度，以减轻刀具受力，避免崩刃[1][8]。
3. **安全与振动抑制**：确保设备所有运动部件防护罩覆盖到位[7]。加工前检查夹持机构的自适应调节功能（如适用），防止工件滑移或振动[6]，从而保护刀具刃口。

### 补充说明
证据中未提供该铣刀在金属材料（如铝合金、钢）中的具体参数，若用于金属加工，需额外参考材料切削手册并配合充分冷却[5][7]。此外，建议定期检查刀具涂层（若有）的完整性，以延长寿命[5]。

综上，核心措施为：**高精度ER夹头、主轴跳动≤0.01mm、缩短悬伸、合理降速降进给**。",medium,工艺原理与参数影响,机械五金加工,工业通用领域,问答题,2,2.0,False,,rule-based coverage score,10.844,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
93,在食品饮料行业中需经受CIP/SIP工艺的自动化设备上，应选择具备哪些防护等级的传感器开关？,应选择具备IP67与IP69K双重防护等级的传感器开关。,"根据提供的检索证据，现有信息不足以直接回答“食品饮料行业中需经受CIP/SIP工艺的自动化设备上，应选择具备哪些防护等级的传感器开关”这一问题。证据[8]和[10]分别讨论了磁感应液位开关在防爆场合的应用以及探火管选型的一般原则，但均未涉及食品饮料行业CIP（原位清洗）/SIP（原位灭菌）工艺对传感器开关防护等级（如IP等级、耐化学腐蚀、耐高温等）的具体要求。

**所需补充信息：**
- 食品饮料行业CIP/SIP工艺中常见的温度范围（如80-140°C）、清洗剂/消毒剂类型（如酸、碱、过氧乙酸）及压力条件。
- 针对此类工况，传感器开关应具备的防护等级标准（如IP69K、NEMA 4X等）及材料耐腐蚀性要求（如316L不锈钢、PTFE密封）。
- 相关行业标准（如EHEDG、3-A卫生标准）对传感器安装接口和表面粗糙度的规定。

**建议：** 请提供包含食品饮料行业CIP/SIP工况下传感器选型标准或产品规范的证据，以便给出精确的防护等级推荐。",medium,选型与替代,电子仪表传感,工业采购领域,填空题,2,2.0,False,,rule-based coverage score,6.552,0.0,0.0,1.0,1.0,0.25,0.3611,2,0.15
94,在GB/T 5014—2017标准中，若某传动系统需传递公称转矩为6300 N·m，且轴孔直径为80 mm，应选择哪一型号的LX型弹性柱销联轴器，并对应Y型轴孔长度是多少？,应选择LX6型，对应Y型轴孔长度为172 mm。,"根据检索到的证据，无法直接确定满足公称转矩6300 N·m且轴孔直径80 mm的LX型弹性柱销联轴器型号及Y型轴孔长度。以下是具体分析和计算步骤：

**步骤1：确认公称转矩要求**
- 所需公称转矩为6300 N·m。
- 检索到的证据中，LX5型号的公称转矩为3150 N·m [3]，LX12型号的公称转矩为80000 N·m [2]，LX2型号的公称转矩为560 N·m [7]。这些型号均不满足6300 N·m的要求。
- 标准[1]规定LX型联轴器公称转矩范围为250 N·m～180000 N·m，但未列出所有型号的具体参数。证据中缺少公称转矩在6300 N·m附近的型号（如LX6、LX7等）的数据。

**步骤2：确认轴孔直径要求**
- 所需轴孔直径为80 mm。
- 检索到的证据中，LX5的轴孔直径范围为50 mm～75 mm [3]，LX12的轴孔直径范围为160 mm～260 mm [2]，LX2的轴孔直径范围为20 mm～35 mm [7]。80 mm不在这些型号的可用轴孔直径范围内。
- 标准[1]未列出所有型号的轴孔直径选项，因此无法确认是否存在轴孔直径80 mm的型号。

**步骤3：结论**
- 基于现有证据，无法找到同时满足公称转矩6300 N·m和轴孔直径80 mm的LX型联轴器型号。
- 需要补充的信息包括：GB/T 5014—2017标准中LX6、LX7等中间型号的公称转矩、许用转速、轴孔直径范围及对应Y型轴孔长度数据。建议查阅完整标准或产品手册以获取缺失参数。

**最终答案：**
根据现有证据，无法确定符合要求的联轴器型号及Y型轴孔长度。需补充标准中公称转矩在6300 N·m附近且轴孔直径包含80 mm的型号数据。",hard,选型与替代,机械五金加工,工业通用领域,问答题,1,1.0,False,,rule-based coverage score,8.442,1.0,1.0,1.0,1.0,1.0,2.929,10,0.15
95,根据GB/T 20779.1—2006标准，电力防护用橡胶材料在不超过30℃条件下，自生产之日起的最长贮存期是多少？,12个月,"根据提供的检索证据，**无法直接回答**您的问题。原因如下：

1. **证据中未包含GB/T 20779.1—2006标准的具体内容**。检索到的证据仅涉及其他标准的术语定义（如GB/T 7665—2005、GB/T 12936—2007、ISO 9488:1999、GB/T 2900.53、IEC 61400-1:2005、GB/T 3961）以及试验方法（如GB/T 1446—2005、GB/T 23961），与电力防护用橡胶材料的贮存期规定无关。

2. **需要补充的信息**：要准确回答该问题，需要检索GB/T 20779.1—2006《电力防护用橡胶材料 第1部分：通用要求》标准中关于贮存期的具体条款。通常此类标准会在“标志、包装、运输和贮存”章节中明确贮存条件（如温度、湿度）和最长贮存期限。

**建议**：请提供GB/T 20779.1—2006标准中关于贮存期的原文内容，或检索该标准的相关章节，以便进行精确计算和回答。",hard,标准规范与术语,电工电器电力,工业通用领域,填空题,1,1.0,False,,rule-based coverage score,7.359,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
96,在GB/T 21617—2023标准中，用于判断固体氧化性物质是否属于Ⅰ类包装的判定依据涉及哪两种检测混合物与哪一标准混合物的比较？,检测混合物Ⅰ或Ⅱ的中值燃烧速率与标准混合物Ⅰ的中值燃烧速率进行比较。,"根据提供的检索证据，**无法直接回答**您的问题。检索到的证据中未包含GB/T 21617—2023标准的具体条款内容，也未提及固体氧化性物质包装分类的判定依据。

**需要补充的信息：**
- 需要检索GB/T 21617—2023标准中关于“固体氧化性物质包装分类”或“Ⅰ类包装判定”的具体章节（如第5章、第6章或附录）。
- 需要明确该标准中提到的“两种检测混合物”的具体名称（例如：硝酸铵混合物、溴酸钾混合物等）以及“标准混合物”的组成。

**建议：**
请提供GB/T 21617—2023标准中关于固体氧化性物质包装分类的原文条款，以便进行准确引用和解释。",hard,标准规范与术语,化工材料涂料,工业通用领域,填空题,1,1.0,False,,rule-based coverage score,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
97,根据《铅酸蓄电池环保设施运行技术规范》（GB/T 32068.3—2015），在铅酸蓄电池生产中，若以单位产品废水产生量衡量，其COD和铅的污染负荷国内先进标准分别不应超过多少？,COD不超过27 g/kWh，铅（Pb）不超过2.25 g/kWh。,"根据提供的证据，**无法直接回答**您的问题。原因如下：

1. **证据内容不完整**：您提供的检索证据主要涉及铅酸蓄电池废水产生量的定义（[1]、[2]）、废水处理工艺流程（[4]、[6]、[7]）以及废水主要成分（[8]），但**未包含**《铅酸蓄电池环保设施运行技术规范》（GB/T 32068.3—2015）中关于COD（化学需氧量）和铅的污染负荷国内先进标准的具体数值。

2. **缺乏关键数据**：要回答“COD和铅的污染负荷国内先进标准分别不应超过多少”，需要该标准中明确规定的限值（例如单位产品COD排放量上限、单位产品铅排放量上限）。这些数据在提供的证据中完全没有出现。

3. **无关证据干扰**：证据[10]涉及锂电池与铅酸电池的质保对比，与污染负荷标准无关。

### 需要补充的信息：
- 请提供《铅酸蓄电池环保设施运行技术规范》（GB/T 32068.3—2015）中关于**单位产品废水污染物排放限值**的具体条款，特别是COD和铅的先进标准数值（通常以mg/L或kg/t产品等形式给出）。
- 或者提供该标准中明确列出的“国内先进水平”对应的污染负荷指标。

### 建议：
若您能补充该标准中关于污染物排放限值的章节内容，我将可以为您准确计算并验证结果。",hard,标准规范与术语,能源储能新能源,工业通用领域,填空题,0,0.0,False,,rule-based coverage score,9.545,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
98,根据GB/T 27868—2011标准，用于生产片材类产品的可部分生物降解淀粉树脂（型号中用途代号为B、类型为Ⅱ）在物理性能和淀粉含量方面需满足哪些具体指标要求？,拉伸强度（纵、横）≥15 MPa，断裂伸长率（纵、横）≥40%，直角撕裂强度≥50 N/15 mm，淀粉含量≥45%。,"根据提供的检索证据，**无法完整回答**您的问题。现有证据中：

- **证据[2]** 仅给出了一个命名示例（SBDR Ⅱ50B），说明该型号表示“淀粉含量占总质量50%的用于片材类产品生产的可部分生物降解淀粉树脂”，但**未提供GB/T 27868—2011标准中关于物理性能和淀粉含量的具体指标要求**。
- **证据[9]** 仅提及标准号GB/T 3795—2014，与您询问的GB/T 27868—2011无关。

**需要补充的信息**：
1. **GB/T 27868—2011《可生物降解淀粉树脂》** 标准全文或其相关条款，特别是针对用途代号为B（片材类）、类型为Ⅱ的产品，关于以下方面的具体指标：
   - **物理性能**：如拉伸强度、断裂伸长率、熔体流动速率、维卡软化温度等。
   - **淀粉含量**：类型Ⅱ对应的淀粉含量范围或具体数值（例如是否与示例中的50%一致，或是否有其他规定）。
2. 标准中可能包含的**试验方法**和**判定规则**。

**建议**：请提供GB/T 27868—2011标准中关于“Ⅱ型B类”产品的具体技术指标条款，以便给出准确、完整的回答。",hard,标准规范与术语,化工材料涂料,工业通用领域,问答题,1,1.0,False,,rule-based coverage score,9.833,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
99,在供水设备中，为应对高脱气需求场景并有效去除水中微气泡与溶解氧，可采用哪种排气模式？,真空排气模式,"根据提供的证据，为应对高脱气需求场景并有效去除水中微气泡与溶解氧，可采用**真空排气模式**。

证据[5]明确指出：“在排气方式上，设备既可采用常压隔膜罐排气模式，适用于压力较低且稳定的系统；也可切换为**真空排气模式**，以应对高脱气需求场景，从而更有效地去除水中的微气泡与溶解氧，为系统提供长期的防腐蚀与高效运行保障。” [5]

因此，真空排气模式是专门针对高脱气需求设计的排气方式。",easy,标准规范与术语,通用跨行业,工业采购领域,选择题,3,3.0,False,,rule-based coverage score,5.923,0.0,1.0,1.0,1.0,0.5,0.8333,2,0.15
100,在港口、码头等高负荷作业场所，行车贝壳斗的主体结构通常采用什么材料制造，以兼顾耐磨性与抗疲劳性能？,Q345B或355B高强度钢板,"根据提供的检索证据，**无法直接回答**关于港口、码头等高负荷作业场所行车贝壳斗主体结构材料的问题。

检索到的证据主要涉及以下内容：
- 作业场所的定义与配备要求[2][10]
- 前沿变电所的电压等级[8]
- 编码器的工作温度与密封设计[7]
- 一组角度与尺寸的测量数据[5]

这些内容均未提及**行车贝壳斗（抓斗）的主体结构材料**，也未涉及耐磨性、抗疲劳性能等材料工程参数。

**缺失的关键信息包括：**
1. 港口、码头行车贝壳斗的典型材料标准（如高强度耐磨钢、低合金高强度钢等）。
2. 材料在耐磨性与抗疲劳性能方面的具体技术要求或推荐牌号。
3. 相关行业规范（如《港口起重机抓斗技术条件》或《抓斗标准》）。

如需准确回答，请补充以下类型的证据：
- 港口机械或起重设备的设计规范中关于抓斗材料的具体条款。
- 材料工程手册中关于耐磨钢（如Hardox、NM系列）或抗疲劳钢（如Q345、Q460等）在抓斗中的应用说明。",hard,选型与替代,机械五金加工,工业采购领域,填空题,1,1.0,False,,rule-based coverage score,7.823,1.0,1.0,1.0,1.0,1.0,1.8333,3,0.15
